,0,1
0,4.359997,-0.17325719
1,4.212526,-0.1164376
2,4.2419133,0.07957801
3,4.119417,0.20010915
4,3.6790068,0.5210952
5,3.512775,0.58532315
6,4.2286906,0.09787094
7,2.5482316,1.0229193
8,5.9255505,-1.2282184
9,5.594683,-0.7709155
10,5.6939335,-0.9088717
11,5.7110934,-0.9318026
12,5.4022202,-0.5408682
13,4.677163,0.19830683
14,4.1168513,-0.18137157
15,3.97542,-0.09473363
16,2.5697782,1.2163467
17,2.5596068,1.2205795
18,2.9877334,0.8779509
19,-0.7452591,-1.3613575
20,-0.7953529,-1.3316869
21,-0.85112643,-1.42968
22,-0.8128775,-1.5313491
23,-1.5288864,-0.31289837
24,-1.7422477,-0.07538496
25,-2.6542113,0.25975865
26,-2.3381672,-0.089149944
27,-2.626744,0.25710347
28,-2.4394236,0.21113524
29,-2.2216284,-0.04146377
30,-2.2705402,-0.081873834
31,-2.3499436,-0.1531202
32,-2.227487,-0.13168047
33,-2.2750206,-0.075069495
34,-0.67103446,-1.5020146
35,-0.7181783,-1.4731354
36,-1.4198058,-0.8048297
37,-1.19935,-1.053349
38,-1.915635,-0.072379805
39,4.3118234,0.36658216
40,3.4965508,1.7550768
41,4.0372677,0.8229178
42,3.7533534,1.1616458
43,4.171592,0.68057305
44,3.924489,1.0190393
45,1.0975258,2.1497061
46,3.5484846,0.5683136
47,2.5255454,0.91283864
48,0.09823143,2.1375132
49,3.396165,1.1835754
50,3.9445963,-0.25219315
51,3.927706,-0.25564012
52,3.868982,-0.25270078
53,3.7197351,-0.17473623
54,3.564687,0.019041413
55,3.409639,0.21281905
56,3.2545905,0.40659672
57,3.0995424,0.60037434
58,-1.7573544,-0.062606685
59,-1.7595882,-0.06057581
60,-1.7687404,-0.05225552
61,-1.7816056,-0.033742636
62,-1.8981366,-0.091062985
63,-1.6462336,-0.34888873
64,-1.3943305,-0.6067144
65,-2.2749143,-0.20634171
66,-2.3177915,-0.16736147
67,-1.9474081,0.21160755
68,-1.9502444,0.2141861
69,-2.4123363,0.08024247
70,-2.3433385,-0.2759597
71,-1.9828504,-0.49573603
72,-0.6183669,-1.334384
73,-2.2780552,-0.17168477
74,-2.3440604,-0.098207794
75,2.9628856,0.92730874
76,2.6245322,1.2349101
77,3.9308925,0.31009156
78,1.8906546,0.95818776
79,2.5991752,-0.039804645
80,1.936579,-0.55270475
81,1.2634586,-1.3009437
82,4.3487453,0.038534693
83,4.527002,-0.10820643
84,3.425953,0.74759346
85,3.7277162,0.34582826
86,-0.46280006,-0.020013755
87,3.1907437,0.23090982
88,2.396984,1.0189035
89,-2.419707,0.12254854
90,-1.7824647,-0.61497146
91,-1.2097069,-1.0173844
92,-1.3725963,-0.7677013
93,-1.1705347,-0.40885088
94,-2.2604175,-0.22608553
95,-3.272979,0.033977725
96,-1.5432467,-0.42670158
97,-1.27522,-0.73434806
98,-2.15487,-0.32217622
99,-3.1941004,0.8095917
100,3.672125,-1.1685473
101,1.4962983,0.24227054
102,1.053316,-0.25994763
103,0.3569786,-1.0745589
104,-1.6054527,-0.5623295
105,-1.4853827,-0.70646447
106,-2.2510736,-0.40866938
107,-2.2780042,-0.38418654
108,-2.2518513,-0.41157514
109,-2.2703533,-0.39475465
110,-2.1169841,-0.1275085
111,-2.0685918,-0.1815589
112,-2.186339,-0.039434392
113,-1.4980317,-0.7111534
114,-2.2516875,-0.32555735
115,-3.2632124,-0.17468396
116,4.7097526,-0.4865915
117,5.6147866,-0.122358546
118,4.9498596,0.27235442
119,4.698002,0.46675146
120,4.0595717,-0.74685115
121,3.7225397,-0.050562937
122,0.9264311,-1.0199776
123,0.10988146,-1.0239145
124,-0.7683797,-0.20345232
125,-0.9976508,-0.33818156
126,-0.90286326,-0.47908038
127,-1.060756,0.14871055
128,-1.0858077,0.18594915
129,-0.11675476,-1.248766
130,-0.20552687,-1.1025627
131,-0.25765064,-0.62801987
132,-0.43593976,0.21714577
133,-1.6732823,-0.714769
134,-1.636792,-0.59836656
135,-1.6003017,-0.4819641
136,-1.5638114,-0.36556166
137,-1.3800089,-0.35830832
138,-1.1962065,-0.35105494
139,-3.3502302,0.7995476
140,-3.29917,0.3006828
141,-3.406864,0.41952673
142,-3.1902332,0.1902603
143,-2.594346,0.19008243
144,-2.6430671,0.24561705
145,-2.9112265,0.48781967
146,-2.9575865,0.5516368
147,-1.7901323,-0.4109718
148,-1.8006928,-0.43401134
149,-1.7953986,-0.4186878
150,-2.1170552,-0.5543155
151,-2.8936183,-0.024939286
152,-3.6326313,0.571694
153,-3.6071858,0.55227923
154,4.068841,0.5325475
155,5.240224,-0.9619374
156,4.5701656,-0.014263646
157,4.6301785,-0.32047907
158,4.654182,-0.75544995
159,4.5426135,-0.51088715
160,4.28542,-0.15554444
161,0.5255884,-1.5666331
162,0.34234557,-1.4800936
163,-0.05403542,-1.2975138
164,-0.09300123,-1.2620895
165,-0.7585948,-0.5118198
166,-1.722384,0.14375989
167,-2.3191664,0.69604516
168,-3.2437127,0.91048694
169,-3.2825897,0.9601187
170,-3.2670715,0.9369601
171,-3.296871,0.6446613
172,-2.396243,-0.013310797
173,-1.4902858,-0.6365266
174,-1.6788272,-0.4310191
175,-1.6485786,-0.47222745
176,-1.5147134,-0.6134754
177,-1.3493425,-0.3903701
178,-1.2395777,-0.53377664
179,-1.5790286,-0.7493488
180,-1.5577734,-0.7579611
181,-1.4226631,-0.6013901
182,-1.3629618,-0.6870865
183,-1.9033482,-0.6442266
184,-2.0710933,-0.51687926
185,4.9704623,-0.6180164
186,2.0859551,-0.22015783
187,4.5370307,-0.37565127
188,3.6549196,0.84951115
189,0.44155496,-0.79159355
190,-0.062527694,-0.33304945
191,-0.8411572,0.7865928
192,-0.95534897,0.7622483
193,-1.0614725,0.6746437
194,-1.120828,0.66413605
195,-1.3034879,0.6276001
196,-1.6620018,0.70058423
197,-1.6212353,0.64181334
198,-1.7192023,0.7369137
199,-1.7462701,0.7615214
200,-1.229343,0.094130054
201,-1.1705656,0.08491364
202,-1.1117882,0.07569722
203,-1.0530107,0.06648081
204,-1.4245596,0.43803543
205,-2.9699144,0.4644485
206,-3.026063,0.5479118
207,-3.032647,0.5576987
208,-2.8691835,0.7329682
209,-2.2440536,0.18816456
210,-2.88837,0.7022043
211,-2.1799014,0.08162463
212,-2.477421,0.4172665
213,-2.7461812,0.56299114
214,-3.0450115,0.7063435
215,-2.9948103,0.571064
216,-2.9410682,0.48251435
217,-3.6058922,0.38836434
218,-3.6753387,0.4572946
219,-3.3238764,0.3958465
220,-3.7033088,0.69726354
221,-3.1510124,0.29764527
222,-3.342231,0.5177436
223,-3.4943488,0.5368197
224,-3.8814182,0.77714264
225,-3.955804,0.8929412
226,5.0380955,-0.844893
227,3.9911075,0.4089757
228,3.0038924,0.66448104
229,2.994606,0.6824915
230,3.0007403,0.64306885
231,3.0140266,0.67386687
232,1.7022451,-0.86425126
233,-0.15709087,0.4512281
234,-1.0677522,-0.32506254
235,-1.1168534,-0.18581049
236,-1.1659546,-0.046558447
237,-1.2579781,-0.07330874
238,-1.7783083,-0.04397343
239,-2.2428973,-0.45717797
240,3.3866413,0.36012575
241,3.4642148,0.17252406
242,3.541788,-0.015077611
243,3.6193616,-0.2026793
244,3.3739586,0.20714533
245,3.4836864,-0.20942712
246,3.211881,0.040642336
247,3.4995043,-0.52295804
248,2.301259,-1.176748
249,1.9782676,-0.8171945
250,2.8291469,1.6650549
251,2.9251568,1.5765855
252,1.2959948,1.605561
253,1.3745521,1.5234835
254,1.8713886,2.609069
255,1.7432914,2.309564
256,0.65094036,1.2294357
257,-0.118984796,0.17038941
258,-0.0509292,0.31788486
259,-0.51048833,0.30449992
260,-2.2973216,0.25155762
261,2.9967594,1.2283272
262,-3.3264315,0.17221543
263,-1.1547576,0.34590116
264,-0.59368736,-0.29569837
265,3.4654222,0.45801535
266,3.7448409,-0.3688613
267,3.7363968,-0.32618347
268,3.7279527,-0.28350568
269,3.719509,-0.24082787
270,3.7110648,-0.19815005
271,3.7026207,-0.15547225
272,3.6941767,-0.11279445
273,3.6857326,-0.07011663
274,3.6772888,-0.027438834
275,3.6688447,0.015238992
276,3.6604006,0.057916787
277,4.3063393,-0.12171982
278,3.4703424,0.22584718
279,3.4316483,0.267052
280,3.068116,0.53583467
281,2.5254278,0.9699492
282,1.8797877,-0.080400325
283,1.4520843,-1.7365139
284,0.9162252,-1.1399964
285,0.44880304,-0.7079071
286,-1.5797437,-0.5078279
287,-1.5122972,-0.60998785
288,-1.4165862,-0.58369297
289,-1.9007505,0.1306196
290,-1.4156015,-0.30490017
291,-1.114983,-0.13979132
292,-0.80542,-0.623547
293,-2.4950955,0.032663394
294,-2.4734805,0.12419809
295,-2.4164364,0.08373578
296,-2.9428618,0.4031307
297,-3.3055534,0.7337485
298,3.7202775,0.7222391
299,3.8378518,0.8220925
300,4.4777923,0.41199854
301,3.6984527,1.3304074
302,4.1474805,-0.9303774
303,3.0801265,0.48372826
304,2.9984028,1.0592026
305,-1.7187005,-0.17368647
306,-0.86055726,-0.76825833
307,-0.20204517,-1.4201355
308,-2.1568966,0.12292336
309,-2.1196318,0.0776791
310,-2.0594287,0.081291944
311,-1.9992254,0.08490479
312,-1.9390222,0.088517636
313,-1.0296896,-0.11706543
314,-0.77790755,-1.3255907
315,-2.5331461,0.09805453
316,-2.2200532,0.092378415
317,-1.7307829,-0.48677146
318,-2.1723347,0.03150655
319,-1.5102786,0.050578434
320,-2.7222557,0.4697844
321,-2.5589135,0.33847597
322,-1.6874212,-0.6315845
323,1.2485378,0.45313105
324,4.655279,-0.026444834
325,4.5814805,0.21245444
326,4.333768,0.3632463
327,4.1836405,0.656572
328,4.072821,0.3069528
329,4.118569,0.31763402
330,4.1189256,0.2681078
331,4.326626,0.24831332
332,3.819581,0.012650372
333,3.5486221,0.36321107
334,3.4961824,0.31612203
335,3.443743,0.26903296
336,3.3913033,0.22194391
337,3.297623,0.21264507
338,3.2039425,0.20334622
339,3.1102622,0.19404738
340,3.0165818,0.18474853
341,3.163491,-0.001868236
342,3.3104002,-0.188485
343,3.4573097,-0.37510177
344,3.604219,-0.5617185
345,1.3616484,-2.328658
346,0.72635376,-1.630285
347,0.6560751,-1.6262943
348,0.44117835,-1.3702626
349,0.37558088,-1.3392518
350,0.34269658,-1.2857095
351,0.49848315,-1.415838
352,0.74363184,-1.8051306
353,-0.1783812,-0.5021875
354,-0.4119895,-0.4281904
355,-0.5302027,-0.48287335
356,-0.8065333,-0.440161
357,-0.6258879,-0.50271654
358,-1.5180615,-0.06574943
359,-1.4654257,-0.08992387
360,-1.4127898,-0.11409831
361,-1.3223889,-0.63091046
362,-1.0484079,-0.8646719
363,-0.93975216,-0.70397526
364,-0.9357057,-0.6375285
365,-0.77692395,-0.17603782
366,-1.409605,0.23294014
367,-1.0490873,-0.15442829
368,-1.2002991,-0.5904723
369,-0.6516149,0.068220764
370,-0.85240304,0.008506799
371,-1.3159161,0.16886973
372,0.11619871,-1.1732137
373,-2.9468827,0.5403863
374,-2.9222965,0.4990005
375,-2.644461,0.20394693
376,-1.8558841,-0.6444303
377,-2.2237346,0.2895623
378,-2.3953211,0.4742101
379,-1.7586963,-1.0087173
380,-2.175455,0.41060022
381,-2.3096118,0.56467813
382,-2.4932408,0.6141834
383,-2.770915,0.6350456
384,-2.4122725,0.53402627
385,-2.6731458,0.7088954
386,-2.4216301,0.3780963
387,-2.3224885,-0.0037113307
388,-2.6743088,0.5645647
389,-2.3690362,0.12362832
390,-2.6412215,0.36377677
391,-1.9184266,-0.10074686
392,4.4203877,-0.6146237
393,4.3231397,-1.4923053
394,2.8692977,0.19343258
395,2.7056873,0.39471683
396,1.8977941,0.1271371
397,1.6753851,0.21780655
398,1.518307,-0.23378177
399,1.5299202,-0.228933
400,-0.010527591,0.056261823
401,0.09426218,0.18512408
402,0.0066972277,0.3152868
403,-0.0036932647,0.33073193
404,-1.1981903,0.41276756
405,-1.2491919,0.36065108
406,-1.3001933,0.3085346
407,-1.3511949,0.2564181
408,0.49827015,-0.74709845
409,-1.2647907,0.12862094
410,-1.3139352,0.2016728
411,-1.3215853,0.21304457
412,-0.85881704,-0.1055442
413,-1.7033107,0.47468716
414,-1.7704641,0.5602728
415,-1.7798582,0.57423705
416,-1.9155079,0.6836512
417,-1.8910446,0.64728725
418,-1.1714886,0.15209249
419,-1.3716598,0.32913777
420,-1.4559442,0.37703708
421,-1.5402286,0.42493638
422,-1.4829493,0.06270121
423,-1.6928883,-0.17811775
424,-1.9028273,-0.4189367
425,-2.8205943,-0.14465405
426,-2.7241783,-0.21271966
427,-2.7437596,-0.20889029
428,-2.0798008,0.079023406
429,-2.7741845,0.25595856
430,-2.6056664,0.061731912
431,-2.5294464,0.22654524
432,-2.8682575,0.29255575
433,-2.9468172,0.21829626
434,5.0285125,0.14620665
435,4.86606,0.43846437
436,4.238968,-0.2721294
437,3.7976463,0.42767197
438,3.6689513,0.570935
439,2.452606,0.88433504
440,2.468641,1.1378808
441,2.4062755,1.5185562
442,2.4490695,1.6096888
443,2.440327,1.6023695
444,2.1327727,1.7434758
445,2.1828918,0.6566526
446,2.1479285,0.8686426
447,1.9900271,0.98453873
448,2.3953736,0.8095178
449,2.4974802,0.54581434
450,-0.052119996,-0.76477706
